Date,Price,Open,High,Low,LQ45_Vol
07/09/2020,823.99,824.78,826.92,816.16,1300000000
04/09/2020,825.62,834.74,834.72,815.26,1560000000
03/09/2020,834.74,843.17,846.82,827.95,1770000000
02/09/2020,843.17,841.25,847.71,837.93,1710000000
01/09/2020,841.25,824.19,841.25,820.19,1840000000
31/08/2020,824.19,847.75,852.52,822.53,3070000000
28/08/2020,847.75,852.66,854.73,843.26,1930000000
27/08/2020,852.66,849.52,854.79,843.86,1830000000
26/08/2020,849.52,850.99,853.41,845.8,1790000000
25/08/2020,850.99,836.14,851.84,836.38,2170000000
24/08/2020,836.14,834.84,839.33,830.33,1960000000
19/08/2020,834.84,839.02,846.89,834.14,2450000000
18/08/2020,839.02,827.22,843.73,826.55,3400000000
14/08/2020,827.22,825.8,828.92,821.58,2020000000
13/08/2020,825.8,825.22,835.01,821.16,2400000000
12/08/2020,825.22,812.3,826.78,809.66,3600000000
11/08/2020,812.3,806.9,816.43,806.95,2590000000
10/08/2020,806.9,806.19,809.1,802.66,1710000000
07/08/2020,806.19,811.59,812.67,799.91,3100000000
06/08/2020,811.59,801.69,813.8,801.71,2620000000
05/08/2020,801.69,789.9,802.43,786.06,2630000000
04/08/2020,789.9,774.37,789.9,774.47,2250000000
03/08/2020,774.37,803.01,804.86,760.47,3070000000
30/07/2020,803.01,795.38,803.01,792.05,2680000000
29/07/2020,795.38,799.68,800.38,793.46,1810000000
28/07/2020,799.68,800.36,807.09,796.7,1640000000
27/07/2020,800.36,791.14,800.36,790.44,1660000000
24/07/2020,791.14,806.55,807.03,791.14,1870000000
23/07/2020,806.55,799.72,811.28,799.83,2670000000
22/07/2020,799.72,800.48,806.51,797.58,2450000000
21/07/2020,800.48,785.83,806.63,784.96,2480000000
20/07/2020,785.83,792.82,797.11,781.6,1590000000
17/07/2020,792.82,797.85,799.79,792.82,1580000000
16/07/2020,797.85,793.95,801.17,793.95,1710000000
15/07/2020,793.95,795.33,804.06,793.5,2100000000
14/07/2020,795.33,791.85,798.28,790.65,1790000000
13/07/2020,791.85,784.56,794.28,782.56,1570000000
10/07/2020,784.56,789.53,794.05,784.56,1590000000
09/07/2020,789.53,796.59,804.1,789.24,2540000000
08/07/2020,796.59,775.9,798.72,775.81,2680000000
07/07/2020,775.9,775.3,781.59,774.74,2140000000
06/07/2020,775.3,770.96,778.51,770.65,2030000000
03/07/2020,770.96,769.82,775.48,769.14,2120000000
02/07/2020,769.82,759.38,769.82,759.38,2480000000
01/07/2020,759.38,756.2,760.78,753.49,1520000000
30/06/2020,756.2,759.62,766.15,756.2,2040000000
29/06/2020,759.62,760.3,762.34,751.94,1540000000
26/06/2020,760.3,760.04,770.08,758.42,1780000000
25/06/2020,760.04,771.91,771.91,757.02,1760000000
24/06/2020,771.91,754.31,775.3,754.31,2640000000
23/06/2020,754.31,761.21,762.59,752.54,1810000000
22/06/2020,761.21,767.44,769.74,758.3,1510000000
19/06/2020,767.44,761.98,772.67,761.98,2100000000
18/06/2020,761.98,775.46,777.99,761.98,2310000000
17/06/2020,775.46,776.03,782.61,770.85,2480000000
16/06/2020,776.03,739.86,777.2,739.86,2960000000
15/06/2020,739.86,752.11,760.47,738.27,2740000000
12/06/2020,752.11,745.31,753.09,715.9,3410000000
11/06/2020,745.31,758.95,762.28,736.34,2890000000
10/06/2020,758.95,782.64,782.92,754.2,3480000000
09/06/2020,782.64,795.29,808.98,782.64,3460000000
08/06/2020,795.29,770.67,803.78,770.67,4360000000
05/06/2020,770.67,764.61,772.83,748.23,3600000000
04/06/2020,764.61,770.66,786.17,760.21,4380000000
03/06/2020,770.66,749.52,772.07,748.19,4960000000
02/06/2020,749.52,725.83,757.91,725.83,3990000000
29/05/2020,725.83,709.36,725.83,706.18,6980000000
28/05/2020,709.36,693.85,716.18,693.42,3360000000
26/05/2020,689.33,672.14,691.49,671.2,2240000000
20/05/2020,672.14,671.07,675.1,664.18,1590000000
19/05/2020,671.07,660.47,683.7,660.47,2230000000
18/05/2020,660.47,657.1,663.62,653.55,1890000000
15/05/2020,657.1,661.52,667.61,648.65,2330000000
14/05/2020,661.52,674.47,675.27,658.05,2210000000
13/05/2020,674.47,681.67,681.67,666.94,1960000000
12/05/2020,681.67,695.29,696.86,675.4,2020000000
11/05/2020,695.29,686.23,697.94,686.23,2030000000
08/05/2020,686.23,687.44,693.05,684.31,2180000000
06/05/2020,687.44,690.96,694.56,684.4,1660000000
05/05/2020,690.96,689.33,702.27,687.23,1560000000
04/05/2020,689.33,713.64,713.64,682.11,1670000000
30/04/2020,713.64,680.46,718,680.46,2780000000
29/04/2020,680.46,671.17,681.33,669.63,1680000000
28/04/2020,671.17,669.76,673.37,664.39,1720000000
27/04/2020,669.76,663.7,674.04,660.79,1490000000
24/04/2020,663.7,684.72,685,663.7,1780000000
23/04/2020,684.72,682.4,695.34,682.4,1930000000
22/04/2020,682.4,667.63,687.51,654.86,2090000000
21/04/2020,667.63,682.84,682.84,665.47,1580000000
20/04/2020,682.84,695.47,702.65,682.84,1670000000
17/04/2020,695.47,662.69,697.18,662.69,2290000000
16/04/2020,662.69,694.44,694.44,660.05,2080000000
15/04/2020,694.44,712.26,721.26,690.38,2300000000
14/04/2020,712.26,693.48,712.26,693.48,2010000000
13/04/2020,693.48,700.06,701.95,686.98,1350000000
09/04/2020,700.06,697.73,707.68,684.64,2090000000
08/04/2020,697.73,729.74,730.18,689.93,1990000000
07/04/2020,729.74,736.73,771.21,718.02,3560000000
06/04/2020,736.73,702.42,736.73,702.42,2960000000
03/04/2020,702.42,688.11,702.42,687.81,2200000000
02/04/2020,688.11,678.3,688.11,660.57,1850000000
01/04/2020,678.3,691.13,710.86,671.09,2110000000
31/03/2020,691.13,670.77,703.4,670.77,2350000000
30/03/2020,670.77,698.78,698.78,653.23,1460000000
27/03/2020,698.78,651.41,730.23,651.41,3960000000
26/03/2020,651.41,566.83,660.29,566.05,4430000000
24/03/2020,566.83,583.41,614.93,566.34,2650000000
23/03/2020,583.41,624.76,624.76,583,1470000000
20/03/2020,624.76,612.12,642.34,573.57,3600000000
19/03/2020,612.12,655.63,655.63,610.75,1150000000
18/03/2020,655.63,683.66,689.47,647.15,1870000000
17/03/2020,683.66,731.95,734.22,682.82,1540000000
16/03/2020,731.95,777.27,776.52,729.63,1330000000
13/03/2020,777.27,769.64,786.21,717.51,2540000000
12/03/2020,769.64,790.92,798.78,769.64,1580000000
11/03/2020,819.77,835.32,841.95,811.03,1730000000
10/03/2020,832.47,816.92,848.16,816.91,1710000000
09/03/2020,813.75,852.78,855.56,813.75,1580000000
06/03/2020,887.03,902.66,903.6,887.03,1030000000
05/03/2020,919.68,931.97,935.48,912.6,1190000000
04/03/2020,922.51,893.69,923.96,892.14,1500000000
03/03/2020,891.94,876.27,900.19,874.63,1520000000
02/03/2020,859.33,880.22,888.22,859.33,1530000000
28/02/2020,879.53,866.12,880.33,846.02,2010000000
27/02/2020,892.76,920.12,920.66,889.66,1430000000
26/02/2020,922.66,933.65,935.03,922.66,1360000000
25/02/2020,941.68,935.16,947.18,932.76,1140000000
24/02/2020,941.51,948.12,953.91,939.09,1420000000
21/02/2020,957.37,968.17,968.99,955.86,1220000000
20/02/2020,968.54,967.99,971.65,965.04,1110000000
19/02/2020,964.39,960,964.66,959.93,1020000000
18/02/2020,956.28,951.57,963.55,951.12,1090000000
17/02/2020,954.17,952.88,957.92,950.52,845460000
14/02/2020,953.95,949.61,958.46,946.99,905280000
13/02/2020,954.21,963.53,964.9,951.81,902880000
12/02/2020,960.98,968.34,969.58,958.54,1090000000
11/02/2020,967.38,971.7,973.94,964.93,805050000
10/02/2020,968.34,974.96,975.82,962.97,1180000000
07/02/2020,977,976.57,979.45,974.59,1070000000
06/02/2020,975.71,983.33,984.61,973.2,1050000000
05/02/2020,976.56,972.64,976.56,964.48,1170000000
04/02/2020,964.84,970.63,970.63,961.27,1340000000
03/02/2020,953.26,956.39,965.25,950.16,1090000000
31/01/2020,961.98,991.4,991.79,961.98,1330000000
30/01/2020,987.2,1004.84,1004.89,986.81,806770000
29/01/2020,1000.32,1003.67,1009.15,998.56,877650000
28/01/2020,1000.67,997.58,1001.67,989.39,982990000
27/01/2020,1003.79,1024.65,1024.91,1003.65,893900000
24/01/2020,1025.5,1022.84,1028.62,1020.06,708110000
23/01/2020,1024.59,1023.73,1025.62,1019.38,801950000
22/01/2020,1020.84,1024.17,1026.97,1019.9,987120000
21/01/2020,1022.68,1023.98,1025.13,1017.96,846540000
20/01/2020,1022.01,1034.94,1035.42,1020.65,1060000000
17/01/2020,1029.63,1027.63,1029.65,1023.34,930980000
16/01/2020,1025.81,1023.2,1028.27,1017.78,1150000000
15/01/2020,1025.07,1032.51,1036.62,1018.54,1280000000
14/01/2020,1032.32,1028.24,1032.32,1025.46,1230000000
13/01/2020,1025.29,1021.59,1025.29,1018.71,1140000000
10/01/2020,1018.01,1020.16,1021.11,1016.41,965230000
09/01/2020,1016.84,1011.49,1016.84,1009.86,1040000000
08/01/2020,1005.45,1007.1,1010.44,1004.1,1370000000
07/01/2020,1014.64,1013.78,1016.53,1008.49,1190000000
06/01/2020,1010.23,1012.93,1016.16,1005.83,1120000000
03/01/2020,1021.49,1016.72,1021.49,1012.97,1080000000
02/01/2020,1011.62,1017.16,1017.52,1007.5,612730000
30/12/2019,1014.47,1022.34,1023.88,1014.47,809230000
27/12/2019,1022.72,1021.66,1024.25,1020.6,716750000
26/12/2019,1021.56,1020.04,1024.66,1019.54,798850000
23/12/2019,1021.62,1025.72,1025.85,1014.62,953380000
20/12/2019,1018.32,1010.85,1018.32,1006.55,1280000000
19/12/2019,1009.5,1015.6,1017.05,1006.12,1120000000
18/12/2019,1019.09,1007.8,1019.09,1002.79,1370000000
17/12/2019,1008.13,1004.08,1008.13,998.87,1290000000
16/12/2019,1001,997.99,1006.43,997.99,1540000000
13/12/2019,997.65,993.12,997.65,990.81,1350000000
12/12/2019,982.23,991.56,995.44,982.23,1130000000
11/12/2019,990.12,993.62,995.03,988.31,1030000000
10/12/2019,992.11,990.84,994.93,990.12,1020000000
09/12/2019,993.24,994.08,996.39,989.49,1240000000
06/12/2019,992.52,988.17,993.12,982.77,1030000000
05/12/2019,986.36,979.26,986.69,978.83,1210000000
04/12/2019,974.13,974.99,977.5,970.63,949770000
03/12/2019,977.77,975.57,980.88,972.56,901010000
02/12/2019,978.26,960.71,978.26,959.93,985620000
29/11/2019,956.82,945.74,960.12,942.48,904900000
28/11/2019,946,957.81,963.91,944.93,1000000000
27/11/2019,961.19,957.63,967.21,953.16,1030000000
26/11/2019,958.82,973.3,973.8,958.82,2630000000
25/11/2019,967.76,975.72,977.5,965.11,824320000
22/11/2019,977.46,979.91,982.47,975.26,849350000
21/11/2019,980.32,983.01,983.49,975.39,885930000
20/11/2019,988.33,981.59,990.3,978.42,1040000000
19/11/2019,985.9,977.99,985.9,972.9,973360000
18/11/2019,974.22,974.13,976.91,970.3,833760000
15/11/2019,975.37,969.93,977.21,963.99,831120000
14/11/2019,964.58,972.66,974.64,956.75,998140000
13/11/2019,974.88,982.88,983.72,971.89,949610000
12/11/2019,984.22,974.45,984.22,973.83,942300000
11/11/2019,978.47,979.06,981.67,974.35,809310000
08/11/2019,981.69,977.8,982.59,970.78,1150000000
07/11/2019,978.36,992.1,992.17,966.18,1410000000
06/11/2019,988.01,1001.81,1001.87,985.8,1280000000
05/11/2019,999.76,982.03,999.76,980.12,1310000000
04/11/2019,976.17,983.01,988.07,976.17,1180000000
01/11/2019,980.09,984.16,985.78,976.79,1620000000
31/10/2019,984.84,996.35,997.57,979.07,1760000000
30/10/2019,999.01,1002.26,1002.42,992.72,1020000000
29/10/2019,997.85,993.67,997.85,989.6,1320000000
28/10/2019,993.58,991.99,996.8,988.94,895390000
25/10/2019,991.31,1012.14,1012.65,989.65,1140000000
24/10/2019,1011.46,995.78,1011.91,994.49,1580000000
23/10/2019,992.12,982.39,992.12,977.16,1270000000
22/10/2019,982.91,977.23,982.91,971.07,1010000000
21/10/2019,975.69,978.53,981.7,972.91,975740000
18/10/2019,974.6,968.8,976.86,967.77,1770000000
17/10/2019,967.76,962.39,967.95,961.98,1200000000
16/10/2019,962.61,962.41,963.91,957.12,1080000000
15/10/2019,959.74,955.51,959.74,950.96,987180000
14/10/2019,954.48,954.42,958.9,949.31,874340000
11/10/2019,948.07,936.42,949.47,936.39,930420000
10/10/2019,933.42,932.88,937.76,932.48,1080000000
09/10/2019,934.75,935.99,939.26,933.48,943200000
08/10/2019,937.99,937.26,940.93,931.95,991760000
07/10/2019,931.04,947.05,947.66,929.22,899000000
04/10/2019,942.64,940.71,945.66,939.09,1540000000
03/10/2019,935.43,935.39,939.44,928.34,1560000000
02/10/2019,941.74,956.57,963.2,941.74,991420000
01/10/2019,960.15,967.05,968.89,960.11,794110000
30/09/2019,968.15,970.76,972.09,962.97,976520000
27/09/2019,972.45,974.35,976.23,970.65,750460000
26/09/2019,979.12,966.8,979.85,964.89,987420000
25/09/2019,961.13,956.83,961.32,948,879600000
24/09/2019,961.53,971.8,972.95,959.28,1160000000
23/09/2019,976.78,981.96,983.64,974.88,956170000
20/09/2019,980.77,983.57,985.38,976.29,1540000000
19/09/2019,982.8,990.01,991.38,982.19,923380000
18/09/2019,991.84,985.92,991.84,984.86,1120000000
17/09/2019,985.92,981.45,986.73,978.28,1170000000
16/09/2019,983.25,985.04,985.77,973.72,1520000000
13/09/2019,992.25,1000.11,1000.68,989.97,905130000
12/09/2019,992.62,1006.56,1009.35,992.62,1220000000
11/09/2019,1002.55,992.21,1002.55,988.01,1470000000
10/09/2019,992.86,991.44,992.96,987.41,1350000000
09/09/2019,989.97,993.65,993.82,986.22,1200000000
06/09/2019,988.78,992.39,993.79,985.78,1180000000
05/09/2019,986.2,983.79,986.28,978.54,1100000000
04/09/2019,976.78,979.11,979.18,970.52,1150000000
03/09/2019,977.21,987.29,991.27,973.74,1310000000
02/09/2019,986.45,996.31,997.29,986.24,1530000000
30/08/2019,995.76,988.68,995.76,985.28,1370000000
29/08/2019,981.95,981.75,985.25,979.14,1030000000
28/08/2019,980.13,982.74,985.35,977.03,1250000000
27/08/2019,979.66,975.43,982.05,967.73,1920000000
26/08/2019,967.89,960.1,968.96,951.48,1260000000
23/08/2019,975.25,968.94,975.25,962.89,1110000000
22/08/2019,972.38,972.63,975.22,963.9,1210000000
21/08/2019,971.55,981.32,984.38,971.55,1010000000
20/08/2019,982.7,987.8,988.29,979.4,1180000000
19/08/2019,984.13,986.27,989.38,980.62,926800000
16/08/2019,980.29,985.08,986.35,977.46,1270000000
15/08/2019,983.31,967.87,983.31,963.9,1190000000
14/08/2019,986.93,987.41,989.73,981.3,1260000000
13/08/2019,976.34,986.53,986.53,972.36,1140000000
12/08/2019,985.46,996.35,997.28,983.29,891790000
09/08/2019,991.03,996.26,999.85,991.03,1130000000
08/08/2019,990.36,981.46,991.44,980.04,1320000000
07/08/2019,976.33,970.27,980.2,967.81,1720000000
06/08/2019,960.75,957.07,971.6,944.55,2090000000
05/08/2019,975.75,1001.57,1002.82,975.59,1830000000
02/08/2019,1008.43,1006.89,1010.41,1003.9,1370000000
01/08/2019,1016.75,1020.95,1022.89,1015.17,1500000000
31/07/2019,1022.43,1016.44,1022.61,1013.49,1720000000
30/07/2019,1020.28,1012.02,1020.42,1011.25,1150000000
29/07/2019,1007.35,1012.32,1014.33,1003.47,961850000
26/07/2019,1009.31,1018.5,1019.71,1006.93,1800000000
25/07/2019,1024.36,1023.83,1026.9,1021.6,2950000000
24/07/2019,1022.09,1029.43,1030.13,1021.48,5130000000
23/07/2019,1027.11,1032.41,1033.36,1025.17,2130000000
22/07/2019,1030.33,1034.67,1035.59,1027.26,2770000000
19/07/2019,1033.44,1028.81,1033.44,1027.85,3270000000
18/07/2019,1025.29,1021.47,1027.31,1018.21,2850000000
17/07/2019,1023.97,1023.78,1025.48,1020.11,3410000000
16/07/2019,1025.53,1026.86,1028.76,1023,1920000000
15/07/2019,1028.14,1026.17,1032.36,1024.78,2120000000
12/07/2019,1017.35,1025.33,1026.41,1017.2,1530000000
11/07/2019,1026.23,1028.58,1029.61,1021.76,1610000000
10/07/2019,1025.19,1021.92,1025.24,1020.48,1040000000
09/07/2019,1020.69,1012.44,1020.69,1012.25,965560000
08/07/2019,1012.67,1015.22,1016.8,1008.57,797420000
05/07/2019,1018.73,1020.02,1021.71,1016.09,1220000000
04/07/2019,1020.42,1020.27,1021.75,1017.3,1850000000
03/07/2019,1020.22,1017.6,1022.74,1013.69,1610000000
02/07/2019,1023.2,1023.15,1023.86,1017.29,2280000000
01/07/2019,1020.86,1019.71,1022,1017.05,1670000000
28/06/2019,1013.96,1014.85,1016.99,1010.63,1120000000
27/06/2019,1011.38,1004.51,1012.52,1003.51,1280000000
26/06/2019,1001.13,1004.75,1006.98,1000.19,1580000000
25/06/2019,1003.93,1003.82,1004.75,1000.32,1460000000
24/06/2019,998.04,1003.05,1004.97,996.55,919720000
21/06/2019,1005.07,1010.89,1012.37,993.82,1600000000
20/06/2019,1009.05,1013.27,1014.55,1002.98,1390000000
19/06/2019,1011.48,1002.56,1011.48,1002.46,1360000000
18/06/2019,994.7,981.39,994.7,980.99,1180000000
17/06/2019,980.29,993.04,993.2,980.29,849540000
14/06/2019,991.02,995.92,999,987.75,833650000
13/06/2019,994.39,997.73,997.84,989.2,983350000
12/06/2019,996.18,992.89,998.11,991.6,1020000000
11/06/2019,1002.32,1001.16,1004.77,992.49,1120000000
10/06/2019,1002,1000.35,1011.24,999.77,1830000000
31/05/2019,982.88,961.54,982.88,961.14,1510000000
29/05/2019,959.34,951.47,961.83,950.14,1080000000
28/05/2019,944.86,959.91,962.7,944.86,2600000000
27/05/2019,959.16,949.21,961.77,948.54,1060000000
24/05/2019,949.35,945.92,954.91,944.91,932460000
23/05/2019,943.96,923.16,945.77,922.67,1190000000
22/05/2019,921.74,924.25,928.13,917.6,669740000
21/05/2019,925.14,921.99,933.99,920.64,1550000000
20/05/2019,917.2,899.4,923.38,888.02,1430000000
17/05/2019,900.17,923.69,925.08,900.17,1310000000
16/05/2019,915.44,929.87,938.08,913.37,1160000000
15/05/2019,932.29,955.68,957.51,932.29,1260000000
14/05/2019,950.75,947.55,957.58,940.91,1430000000
13/05/2019,960.87,976.85,978.81,960.87,942980000
10/05/2019,972.99,972.77,977.74,961.97,1240000000
09/05/2019,971.75,981.23,983.88,970.59,1330000000
08/05/2019,988.91,985.03,988.91,980.13,994760000
07/05/2019,994.16,989.64,996.96,988.73,1070000000
06/05/2019,985.71,981.05,985.71,973.47,1130000000
03/05/2019,997.34,1004.92,1005.5,987.95,1340000000
02/05/2019,1006.95,1019.91,1021.48,1004.56,1490000000
30/04/2019,1019.33,1016.45,1020.23,1015.02,1290000000
29/04/2019,1013.47,1007.33,1015.27,1003.94,933310000
26/04/2019,1010.67,999.33,1010.67,994.88,945080000
25/04/2019,1004.99,1014.09,1016.04,1001.09,1240000000
24/04/2019,1020.12,1021.99,1024.41,1016.44,1160000000
23/04/2019,1022.5,1013.89,1026.09,1011.59,1250000000
22/04/2019,1012.55,1031,1032.17,1010.46,1120000000
18/04/2019,1030.12,1045.21,1059.65,1026.68,2170000000
16/04/2019,1023.94,1014.48,1024.97,1013.57,1400000000
15/04/2019,1013.27,1013.72,1015.76,1008.67,1040000000
12/04/2019,1008.47,1004.1,1010.9,1004.1,1050000000
11/04/2019,1007.97,1021.68,1022.56,1007.97,932310000
10/04/2019,1024.13,1022.49,1024.81,1019.05,1120000000
09/04/2019,1024.36,1017.38,1025.54,1014.88,1070000000
08/04/2019,1015.29,1022.74,1023.21,1004.99,1130000000
05/04/2019,1021.27,1027.6,1027.94,1021.27,919540000
04/04/2019,1025.96,1023.19,1026.7,1021.27,1260000000
02/04/2019,1019.71,1022,1024.05,1014.72,923290000
01/04/2019,1016.18,1023.13,1024.07,1016.18,1140000000
29/03/2019,1019.03,1018.93,1020.3,1012.61,1290000000
28/03/2019,1019.01,1014.25,1019.01,1011.9,1190000000
27/03/2019,1010.41,1020.2,1020.64,1010.41,940150000
26/03/2019,1017.58,1011.23,1017.58,1010.38,859230000
25/03/2019,1004.03,1013.32,1016.63,1001.2,1150000000
22/03/2019,1025.93,1026.78,1027.63,1022.19,837570000
21/03/2019,1024.62,1024.43,1026.61,1020.38,1180000000
20/03/2019,1020.39,1020.94,1022.04,1016.13,1010000000
19/03/2019,1019.34,1026.35,1027.64,1017.39,947330000
18/03/2019,1024.97,1019.81,1024.97,1017.77,948100000
15/03/2019,1014.81,1005.91,1020.63,1005.77,1620000000
14/03/2019,1004.18,995.38,1004.26,994.9,1140000000
13/03/2019,996.07,991.27,997.29,989.34,1040000000
12/03/2019,994.02,1002.56,1003.79,991.88,972100000
11/03/2019,995.42,1003.72,1003.85,994.44,950530000
08/03/2019,994.98,1004.86,1006.78,994.98,1710000000
06/03/2019,1009.31,1012.55,1013.62,1004.13,1030000000
05/03/2019,1007.79,1017.18,1017.2,1002.48,1100000000
04/03/2019,1017.84,1020.17,1026.46,1017.84,935140000
01/03/2019,1018.17,1012.25,1019.99,1011.47,1000000000
28/02/2019,1006.1,1022.03,1022.09,1004.58,2150000000
27/02/2019,1021.78,1022.76,1024.97,1017.05,1900000000
26/02/2019,1024.92,1020.6,1024.92,1014.51,3340000000
25/02/2019,1020.04,1020.56,1023.35,1016.33,2120000000
22/02/2019,1015.47,1019.64,1022.17,1011.44,1230000000
21/02/2019,1024.44,1018.81,1025.39,1015.23,1520000000
20/02/2019,1019.33,1020.67,1026.02,1011.98,1960000000
19/02/2019,1013.95,1018.56,1024.3,1013.95,1280000000
18/02/2019,1017.81,1004.61,1019.67,1004.33,1470000000
15/02/2019,994.97,1002.24,1003,991,1740000000
14/02/2019,1000.77,1006.69,1009.21,999.3,2390000000
13/02/2019,1004.18,1013.4,1014.86,1002.2,1720000000
12/02/2019,1008.82,1022.74,1023.89,1002.85,2510000000
11/02/2019,1020.76,1028.39,1029.67,1020.76,1160000000
08/02/2019,1027.89,1027.36,1029.98,1024.33,1190000000
07/02/2019,1033.04,1037.62,1038.16,1028.66,1650000000
06/02/2019,1035.63,1029.48,1038.08,1029.48,2140000000
04/02/2019,1024.05,1042.21,1044.52,1023.17,1500000000
01/02/2019,1041.68,1043.63,1048.92,1035.54,1450000000
31/01/2019,1038.97,1030.35,1039.54,1030.31,2340000000
30/01/2019,1023.54,1017.75,1024.77,1015.38,1690000000
29/01/2019,1015.52,1018.08,1025.07,1014.16,1510000000
28/01/2019,1019.14,1027.31,1029.25,1013.47,1750000000
25/01/2019,1025.79,1025.01,1029.03,1022.58,1620000000
24/01/2019,1023.13,1022.48,1025.75,1019.13,1980000000
23/01/2019,1022.46,1027.15,1030.96,1022.45,1510000000
22/01/2019,1031.06,1029.5,1031.06,1019.93,1250000000
21/01/2019,1029.06,1030.79,1033.5,1027.23,1350000000
18/01/2019,1030.69,1030.02,1030.94,1020.65,1280000000
17/01/2019,1024.91,1023.61,1030.55,1021.42,2000000000
16/01/2019,1021.6,1021.38,1023.86,1015.77,2640000000
15/01/2019,1019.3,1010.34,1019.3,1006.26,2570000000
14/01/2019,1007.59,1010.78,1011.81,1000.9,1720000000
11/01/2019,1013.32,1014.45,1015.11,1008.49,1430000000
10/01/2019,1009.63,1002.2,1009.63,995.17,3570000000
09/01/2019,996.77,1005.74,1006.87,995.54,2750000000
08/01/2019,997.42,1004.04,1008.43,994.01,1770000000
07/01/2019,1002.78,1012.4,1017.83,1002.78,2610000000
04/01/2019,1001.64,988.4,1001.64,985.94,1980000000
03/01/2019,990.88,983.09,990.88,981.16,1290000000
02/01/2019,984.35,983.58,986.57,980.21,1140000000
28/12/2018,982.73,990.41,993.46,982.73,1080000000
27/12/2018,988,991.46,994.22,984.18,985320000
26/12/2018,980.05,979.95,985.21,974.1,1040000000
21/12/2018,989.18,977.56,990.31,976.69,1560000000
20/12/2018,985.06,982.85,986.03,977.66,1250000000
19/12/2018,990.63,969.34,990.63,969.3,1870000000
18/12/2018,970.74,962.9,970.86,954.91,1200000000
17/12/2018,971.16,985.1,987.99,971.16,1380000000
14/12/2018,986.65,987.43,989.6,984.13,1610000000
13/12/2018,987.22,981.57,989.58,980.18,2340000000
12/12/2018,975.26,974.58,976.44,970.08,2610000000
11/12/2018,969.3,970.99,973.31,966.57,1910000000
10/12/2018,974.99,971.79,975.87,968.51,1110000000
07/12/2018,977.59,975.34,982.61,972.82,1580000000
06/12/2018,976.97,969.94,977.41,968.58,1450000000
05/12/2018,979.45,972.18,980.56,968.23,1590000000
04/12/2018,985.96,978.86,985.96,977.74,1960000000
03/12/2018,978.79,981.91,987.96,976.87,2490000000
30/11/2018,966.46,977.03,979.04,966.46,3580000000
29/11/2018,977.66,964.02,977.66,963.75,2300000000
28/11/2018,954.16,964.19,964.5,954.16,2570000000
27/11/2018,960.7,957.86,964.23,955.63,1650000000
26/11/2018,962.95,957.72,963.53,956.83,1840000000
23/11/2018,959.83,958.43,961.82,951.76,1140000000
22/11/2018,956.63,942.49,957.53,942.49,1780000000
21/11/2018,945.33,940.59,951.72,934.38,1570000000
